,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name
4158,Switzerland,CHE,01/02/2021,320466.0,,,16850.0,3.7,,,1947.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4159,Switzerland,CHE,02/02/2021,327263.0,,,16810.0,3.78,,,1942.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4160,Switzerland,CHE,03/02/2021,369104.0,,,15651.0,4.26,,,1808.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4161,Switzerland,CHE,04/02/2021,376369.0,,,15631.0,4.35,,,1806.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4162,Switzerland,CHE,05/02/2021,382779.0,,,15625.0,4.42,,,1805.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4163,Switzerland,CHE,06/02/2021,383598.0,,,15637.0,4.43,,,1807.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4164,Switzerland,CHE,07/02/2021,413464.0,,,14162.0,4.78,,,1636.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4165,Switzerland,CHE,08/02/2021,421249.0,,,14398.0,4.87,,,1664.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4166,Switzerland,CHE,09/02/2021,429668.0,,,14629.0,4.96,,,1690.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4167,Switzerland,CHE,10/02/2021,481807.0,,,16100.0,5.57,,,1860.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4168,Switzerland,CHE,11/02/2021,491126.0,,,16394.0,5.67,,,1894.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4169,Switzerland,CHE,12/02/2021,501665.0,,,16984.0,5.8,,,1962.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4170,Switzerland,CHE,13/02/2021,503189.0,,,17084.0,5.81,,,1974.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4171,Switzerland,CHE,14/02/2021,541772.0,439692.0,102080.0,18330.0,6.26,5.08,1.18,2118.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4172,Switzerland,CHE,15/02/2021,551333.0,444469.0,106864.0,18583.0,6.37,5.14,1.23,2147.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4173,Switzerland,CHE,16/02/2021,562216.0,449639.0,112577.0,18935.0,6.5,5.2,1.3,2188.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4174,Switzerland,CHE,17/02/2021,612524.0,474934.0,137590.0,18674.0,7.08,5.49,1.59,2158.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4175,Switzerland,CHE,18/02/2021,624372.0,480322.0,144050.0,19035.0,7.21,5.55,1.66,2199.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4176,Switzerland,CHE,19/02/2021,634548.0,484230.0,150318.0,18983.0,7.33,5.6,1.74,2193.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4177,Switzerland,CHE,20/02/2021,636239.0,484809.0,151430.0,19007.0,7.35,5.6,1.75,2196.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4178,Switzerland,CHE,21/02/2021,673949.0,500938.0,173011.0,18882.0,7.79,5.79,2.0,2182.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4179,Switzerland,CHE,22/02/2021,682090.0,503809.0,178281.0,18680.0,7.88,5.82,2.06,2158.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4180,Switzerland,CHE,23/02/2021,691902.0,507444.0,184458.0,18527.0,7.99,5.86,2.13,2141.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4181,Switzerland,CHE,24/02/2021,748791.0,527979.0,220812.0,19467.0,8.65,6.1,2.55,2249.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
4182,Trinidad and Tobago,TTO,15/02/2021,0.0,0.0,,,0.0,0.0,,,Oxford/AstraZeneca,Ministry of Health
4183,Trinidad and Tobago,TTO,16/02/2021,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health
4184,Trinidad and Tobago,TTO,17/02/2021,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health
4185,Trinidad and Tobago,TTO,18/02/2021,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health
4186,Trinidad and Tobago,TTO,19/02/2021,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health
4187,Trinidad and Tobago,TTO,20/02/2021,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health
4188,Trinidad and Tobago,TTO,21/02/2021,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health
4189,Trinidad and Tobago,TTO,22/02/2021,440.0,440.0,,63.0,0.03,0.03,,45.0,Oxford/AstraZeneca,Ministry of Health
4190,Turkey,TUR,13/01/2021,0.0,,,,0.0,,,,Sinovac,COVID-19 Vaccine Information Platform
4191,Turkey,TUR,14/01/2021,279452.0,,,279452.0,0.33,,,3313.0,Sinovac,COVID-19 Vaccine Information Platform
4192,Turkey,TUR,15/01/2021,616652.0,,,308326.0,0.73,,,3656.0,Sinovac,COVID-19 Vaccine Information Platform
4193,Turkey,TUR,16/01/2021,676903.0,,,225634.0,0.8,,,2675.0,Sinovac,COVID-19 Vaccine Information Platform
4194,Turkey,TUR,17/01/2021,706451.0,,,176613.0,0.84,,,2094.0,Sinovac,COVID-19 Vaccine Information Platform
4195,Turkey,TUR,18/01/2021,832412.0,,,166482.0,0.99,,,1974.0,Sinovac,COVID-19 Vaccine Information Platform
4196,Turkey,TUR,19/01/2021,950635.0,,,158439.0,1.13,,,1879.0,Sinovac,COVID-19 Vaccine Information Platform
4197,Turkey,TUR,20/01/2021,1052493.0,,,150356.0,1.25,,,1783.0,Sinovac,COVID-19 Vaccine Information Platform
4198,Turkey,TUR,21/01/2021,1120258.0,,,120115.0,1.33,,,1424.0,Sinovac,COVID-19 Vaccine Information Platform
4199,Turkey,TUR,22/01/2021,1202212.0,,,83651.0,1.43,,,992.0,Sinovac,COVID-19 Vaccine Information Platform
4200,Turkey,TUR,23/01/2021,1226883.0,,,78569.0,1.45,,,932.0,Sinovac,COVID-19 Vaccine Information Platform
4201,Turkey,TUR,24/01/2021,1244653.0,,,76886.0,1.48,,,912.0,Sinovac,COVID-19 Vaccine Information Platform
4202,Turkey,TUR,25/01/2021,1302753.0,,,67192.0,1.54,,,797.0,Sinovac,COVID-19 Vaccine Information Platform
4203,Turkey,TUR,26/01/2021,1410273.0,,,65663.0,1.67,,,779.0,Sinovac,COVID-19 Vaccine Information Platform
4204,Turkey,TUR,27/01/2021,1522580.0,,,67155.0,1.81,,,796.0,Sinovac,COVID-19 Vaccine Information Platform
4205,Turkey,TUR,28/01/2021,1697575.0,,,82474.0,2.01,,,978.0,Sinovac,COVID-19 Vaccine Information Platform
4206,Turkey,TUR,29/01/2021,1928351.0,,,103734.0,2.29,,,1230.0,Sinovac,COVID-19 Vaccine Information Platform
4207,Turkey,TUR,30/01/2021,1960860.0,,,104854.0,2.32,,,1243.0,Sinovac,COVID-19 Vaccine Information Platform
4208,Turkey,TUR,31/01/2021,1986237.0,,,105941.0,2.36,,,1256.0,Sinovac,COVID-19 Vaccine Information Platform
4209,Turkey,TUR,01/02/2021,2136299.0,,,119078.0,2.53,,,1412.0,Sinovac,COVID-19 Vaccine Information Platform
4210,Turkey,TUR,02/02/2021,2229233.0,,,116994.0,2.64,,,1387.0,Sinovac,COVID-19 Vaccine Information Platform
4211,Turkey,TUR,03/02/2021,2343280.0,,,117243.0,2.78,,,1390.0,Sinovac,COVID-19 Vaccine Information Platform
4212,Turkey,TUR,04/02/2021,2500806.0,,,114747.0,2.97,,,1361.0,Sinovac,COVID-19 Vaccine Information Platform
4213,Turkey,TUR,05/02/2021,2559802.0,,,90207.0,3.04,,,1070.0,Sinovac,COVID-19 Vaccine Information Platform
4214,Turkey,TUR,06/02/2021,2601717.0,,,91551.0,3.08,,,1086.0,Sinovac,COVID-19 Vaccine Information Platform
4215,Turkey,TUR,07/02/2021,2610496.0,,,89180.0,3.1,,,1057.0,Sinovac,COVID-19 Vaccine Information Platform
4216,Turkey,TUR,08/02/2021,2664203.0,,,75415.0,3.16,,,894.0,Sinovac,COVID-19 Vaccine Information Platform
4217,Turkey,TUR,09/02/2021,2732709.0,,,71925.0,3.24,,,853.0,Sinovac,COVID-19 Vaccine Information Platform
4218,Turkey,TUR,10/02/2021,2795116.0,,,64548.0,3.31,,,765.0,Sinovac,COVID-19 Vaccine Information Platform
4219,Turkey,TUR,11/02/2021,2846125.0,,,49331.0,3.37,,,585.0,Sinovac,COVID-19 Vaccine Information Platform
4220,Turkey,TUR,12/02/2021,3404354.0,3067822.0,336532.0,120650.0,4.04,3.64,0.4,1431.0,Sinovac,COVID-19 Vaccine Information Platform
4221,Turkey,TUR,13/02/2021,3709896.0,3253005.0,456891.0,158311.0,4.4,3.86,0.54,1877.0,Sinovac,COVID-19 Vaccine Information Platform
4222,Turkey,TUR,14/02/2021,3825101.0,3336164.0,488937.0,173515.0,4.54,3.96,0.58,2057.0,Sinovac,COVID-19 Vaccine Information Platform
4223,Turkey,TUR,15/02/2021,4182027.0,3608148.0,573879.0,216832.0,4.96,4.28,0.68,2571.0,Sinovac,COVID-19 Vaccine Information Platform
4224,Turkey,TUR,16/02/2021,4630784.0,3984622.0,646162.0,271154.0,5.49,4.72,0.77,3215.0,Sinovac,COVID-19 Vaccine Information Platform
4225,Turkey,TUR,17/02/2021,5223602.0,4477432.0,746170.0,346927.0,6.19,5.31,0.88,4113.0,Sinovac,COVID-19 Vaccine Information Platform
4226,Turkey,TUR,18/02/2021,5895295.0,5028179.0,867116.0,435596.0,6.99,5.96,1.03,5165.0,Sinovac,COVID-19 Vaccine Information Platform
4227,Turkey,TUR,19/02/2021,6361699.0,5384983.0,976716.0,422478.0,7.54,6.38,1.16,5009.0,Sinovac,COVID-19 Vaccine Information Platform
4228,Turkey,TUR,20/02/2021,6533510.0,5503094.0,1030416.0,403373.0,7.75,6.52,1.22,4783.0,Sinovac,COVID-19 Vaccine Information Platform
4229,Turkey,TUR,21/02/2021,6571830.0,5517993.0,1053837.0,392390.0,7.79,6.54,1.25,4653.0,Sinovac,COVID-19 Vaccine Information Platform
4230,Turkey,TUR,22/02/2021,6837302.0,5738471.0,1098831.0,379325.0,8.11,6.8,1.3,4498.0,Sinovac,COVID-19 Vaccine Information Platform
4231,Turkey,TUR,23/02/2021,7289498.0,6106522.0,1182976.0,379816.0,8.64,7.24,1.4,4503.0,Sinovac,COVID-19 Vaccine Information Platform
4232,Turkey,TUR,24/02/2021,7619695.0,6352410.0,1267285.0,342299.0,9.03,7.53,1.5,4059.0,Sinovac,COVID-19 Vaccine Information Platform
4233,Turkey,TUR,25/02/2021,7979726.0,6582239.0,1397487.0,297776.0,9.46,7.8,1.66,3531.0,Sinovac,COVID-19 Vaccine Information Platform
4234,Turkey,TUR,26/02/2021,8298805.0,6745147.0,1553658.0,276729.0,9.84,8.0,1.84,3281.0,Sinovac,COVID-19 Vaccine Information Platform
4235,Turkey,TUR,27/02/2021,8514775.0,6854642.0,1660133.0,283038.0,10.1,8.13,1.97,3356.0,Sinovac,COVID-19 Vaccine Information Platform
4236,Turkey,TUR,28/02/2021,8547875.0,6869923.0,1677952.0,282292.0,10.14,8.15,1.99,3347.0,Sinovac,COVID-19 Vaccine Information Platform
4237,Turks and Caicos Islands,TCA,10/01/2021,0.0,0.0,,,0.0,0.0,,,Pfizer/BioNTech,Ministry of Health
4238,Turks and Caicos Islands,TCA,11/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4239,Turks and Caicos Islands,TCA,12/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4240,Turks and Caicos Islands,TCA,13/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4241,Turks and Caicos Islands,TCA,14/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4242,Turks and Caicos Islands,TCA,15/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4243,Turks and Caicos Islands,TCA,16/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4244,Turks and Caicos Islands,TCA,17/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4245,Turks and Caicos Islands,TCA,18/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4246,Turks and Caicos Islands,TCA,19/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4247,Turks and Caicos Islands,TCA,20/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4248,Turks and Caicos Islands,TCA,21/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4249,Turks and Caicos Islands,TCA,22/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4250,Turks and Caicos Islands,TCA,23/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4251,Turks and Caicos Islands,TCA,24/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4252,Turks and Caicos Islands,TCA,25/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4253,Turks and Caicos Islands,TCA,26/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4254,Turks and Caicos Islands,TCA,27/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4255,Turks and Caicos Islands,TCA,28/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4256,Turks and Caicos Islands,TCA,29/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4257,Turks and Caicos Islands,TCA,30/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4258,Turks and Caicos Islands,TCA,31/01/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4259,Turks and Caicos Islands,TCA,01/02/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4260,Turks and Caicos Islands,TCA,02/02/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4261,Turks and Caicos Islands,TCA,03/02/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4262,Turks and Caicos Islands,TCA,04/02/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4263,Turks and Caicos Islands,TCA,05/02/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4264,Turks and Caicos Islands,TCA,06/02/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4265,Turks and Caicos Islands,TCA,07/02/2021,,,,222.0,,,,5734.0,Pfizer/BioNTech,Ministry of Health
4266,Turks and Caicos Islands,TCA,08/02/2021,6433.0,6433.0,,222.0,16.62,16.62,,5734.0,Pfizer/BioNTech,Ministry of Health
4267,Ukraine,UKR,24/02/2021,159.0,,,,0.0,,,,Oxford/AstraZeneca,Ministry of Health
4268,Ukraine,UKR,25/02/2021,1338.0,,,1179.0,0.0,,,27.0,Oxford/AstraZeneca,Ministry of Health
4269,Ukraine,UKR,26/02/2021,3051.0,3051.0,,1446.0,0.01,0.01,,33.0,Oxford/AstraZeneca,Ministry of Health
4270,Ukraine,UKR,27/02/2021,3141.0,3141.0,,994.0,0.01,0.01,,23.0,Oxford/AstraZeneca,Ministry of Health
4271,United Arab Emirates,ARE,05/01/2021,826301.0,,,,8.35,,,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4272,United Arab Emirates,ARE,06/01/2021,,,,30698.0,,,,3104.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4273,United Arab Emirates,ARE,07/01/2021,887697.0,,,30698.0,8.98,,,3104.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4274,United Arab Emirates,ARE,08/01/2021,941556.0,,,38418.0,9.52,,,3884.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4275,United Arab Emirates,ARE,09/01/2021,1020349.0,,,48512.0,10.32,,,4905.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4276,United Arab Emirates,ARE,10/01/2021,1086568.0,836568.0,250000.0,52053.0,10.99,8.46,2.53,5263.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4277,United Arab Emirates,ARE,11/01/2021,1167251.0,,,56825.0,11.8,,,5745.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4278,United Arab Emirates,ARE,12/01/2021,1275652.0,,,64193.0,12.9,,,6490.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4279,United Arab Emirates,ARE,13/01/2021,1394580.0,,,76797.0,14.1,,,7765.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4280,United Arab Emirates,ARE,14/01/2021,1527833.0,,,91448.0,15.45,,,9246.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4281,United Arab Emirates,ARE,15/01/2021,1665987.0,,,103490.0,16.84,,,10464.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4282,United Arab Emirates,ARE,16/01/2021,1797926.0,,,111082.0,18.18,,,11231.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4283,United Arab Emirates,ARE,17/01/2021,1882778.0,,,113744.0,19.04,,,11500.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4284,United Arab Emirates,ARE,18/01/2021,1971521.0,,,114896.0,19.93,,,11617.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4285,United Arab Emirates,ARE,19/01/2021,2065367.0,,,112816.0,20.88,,,11407.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4286,United Arab Emirates,ARE,20/01/2021,2161150.0,,,109510.0,21.85,,,11072.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4287,United Arab Emirates,ARE,21/01/2021,2246069.0,,,102605.0,22.71,,,10374.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4288,United Arab Emirates,ARE,22/01/2021,2339078.0,,,96156.0,23.65,,,9722.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4289,United Arab Emirates,ARE,23/01/2021,2426798.0,,,89839.0,24.54,,,9083.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4290,United Arab Emirates,ARE,24/01/2021,2487789.0,,,86430.0,25.15,,,8739.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4291,United Arab Emirates,ARE,25/01/2021,2571091.0,,,85653.0,26.0,,,8660.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4292,United Arab Emirates,ARE,26/01/2021,2677680.0,,,87473.0,27.07,,,8844.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4293,United Arab Emirates,ARE,27/01/2021,2764450.0,,,86186.0,27.95,,,8714.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4294,United Arab Emirates,ARE,28/01/2021,2868650.0,,,88940.0,29.0,,,8993.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4295,United Arab Emirates,ARE,29/01/2021,3006606.0,,,95361.0,30.4,,,9642.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4296,United Arab Emirates,ARE,30/01/2021,3114167.0,,,98196.0,31.49,,,9928.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4297,United Arab Emirates,ARE,31/01/2021,3334162.0,,,120910.0,33.71,,,12225.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4298,United Arab Emirates,ARE,01/02/2021,3440777.0,,,124241.0,34.79,,,12562.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4299,United Arab Emirates,ARE,02/02/2021,,,,117852.0,,,,11916.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4300,United Arab Emirates,ARE,03/02/2021,3564517.0,,,114295.0,36.04,,,11556.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4301,United Arab Emirates,ARE,04/02/2021,3849374.0,,,140103.0,38.92,,,14166.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4302,United Arab Emirates,ARE,05/02/2021,,,,145536.0,,,,14715.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4303,United Arab Emirates,ARE,06/02/2021,4201347.0,,,155311.0,42.48,,,15703.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4304,United Arab Emirates,ARE,07/02/2021,4313868.0,,,139958.0,43.62,,,14151.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4305,United Arab Emirates,ARE,08/02/2021,4413649.0,,,138982.0,44.63,,,14052.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4306,United Arab Emirates,ARE,09/02/2021,4527144.0,,,146357.0,45.77,,,14798.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4307,United Arab Emirates,ARE,10/02/2021,4684658.0,,,160020.0,47.37,,,16179.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4308,United Arab Emirates,ARE,11/02/2021,4792208.0,,,134691.0,48.45,,,13618.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4309,United Arab Emirates,ARE,12/02/2021,4901795.0,,,125205.0,49.56,,,12659.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4310,United Arab Emirates,ARE,13/02/2021,5005264.0,,,114845.0,50.61,,,11612.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4311,United Arab Emirates,ARE,14/02/2021,5055231.0,,,105909.0,51.11,,,10708.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4312,United Arab Emirates,ARE,15/02/2021,5086835.0,,,96169.0,51.43,,,9723.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4313,United Arab Emirates,ARE,16/02/2021,5198725.0,,,95940.0,52.56,,,9700.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4314,United Arab Emirates,ARE,17/02/2021,5284406.0,,,85678.0,53.43,,,8663.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4315,United Arab Emirates,ARE,18/02/2021,5373730.0,,,83075.0,54.33,,,8400.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4316,United Arab Emirates,ARE,19/02/2021,5466831.0,,,80719.0,55.27,,,8161.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4317,United Arab Emirates,ARE,20/02/2021,5553391.0,,,78304.0,56.15,,,7917.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
4318,United Arab Emirates,ARE,21/02/2021,5554342.0,,,71302.0,56.16,,,7209.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority
